12,12,12,55,70,12,12,12,12,66,71,12,70,12,12,12,67,55,12,70,71,12,12,67,12,69,60,12,58,12,60,69,71,12,12,12,12,12,12,12,66,56,12,69,69,69,67,55,12,60,55,70,12,12,67,12,12,57,60,67,12,60,55,59,58,66,56,70,56,55,55,70,12,12,69,68,56,66,12,12,12,12,12,56,59,12,57,71,12,12,12,12,66,12,69,12,59,60,57,55,55,57,57,55,12,12,12,12,58,69,59,55,12,66,60,12,55,12,12,59,67,59,12,71,60,66,69,12
57,12,12,60,12,58,55,71,12,56,58,12,12,67,66,70,12,68,12,69,12,71,12,12,12,69,12,56,66,66,12,12,67,59,12,66,58,12,69,57,12,12,70,12,12,12,12,66,12,67,12,12,12,68,59,69,66,57,68,67,12,12,12,12,68,59,66,69,56,57,68,55,59,70,12,57,70,12,55,12,12,71,68,71,60,57,12,59,58,56,66,67,58,12,67,57,12,12,12,12,12,59,66,71,57,70,12,56,12,12,12,71,12,58,12,12,57,55,66,12,58,12,12,59,12,12,12,12
70,57,12,69,12,70,58,68,55,12,12,12,55,55,71,58,12,12,69,57,57,12,12,69,67,12,12,56,12,60,68,58,12,12,56,12,12,12,69,12,66,57,59,71,55,12,12,12,56,59,12,69,70,68,59,59,59,59,12,67,56,12,12,12,12,12,59,66,67,12,66,12,67,12,12,69,12,71,12,12,60,66,60,60,12,59,71,71,12,12,12,12,59,56,57,12,12,12,60,12,12,60,68,12,71,68,12,57,12,12,12,12,12,70,58,12,68,55,12,56,12,12,12,66,66,12,12,68
59,68,71,12,67,60,12,67,55,58,55,71,66,56,71,12,12,59,55,59,12,55,67,12,56,12,12,56,67,57,69,60,12,70,12,12,71,12,57,12,68,12,57,12,59,12,12,12,67,70,55,12,60,68,59,56,12,60,70,71,12,12,12,12,57,12,60,71,59,12,71,69,69,59,67,56,71,66,67,12,12,68,59,67,12,12,12,12,57,57,67,12,70,66,66,66,57,68,55,12,12,68,12,12,12,12,12,12,12,12,57,12,12,12,55,71,12,68,12,59,67,12,68,69,12,68,58,68
12,12,56,69,66,12,60,67,12,12,69,57,57,70,57,12,12,12,12,60,12,57,69,12,59,12,58,12,12,12,58,67,12,70,12,68,58,12,56,12,68,12,59,59,58,58,12,58,67,68,55,55,12,12,71,71,67,12,12,56,12,59,58,12,57,12,68,66,69,60,12,59,60,69,66,68,12,12,12,71,12,70,71,66,56,69,70,67,12,12,67,12,12,12,59,66,60,12,69,12,66,12,57,60,12,71,57,12,67,12,67,66,58,12,12,68,55,60,12,55,12,69,12,12,12,67,66,60
67,12,12,12,60,67,67,59,69,58,56,12,66,12,55,57,12,55,71,67,12,55,12,12,69,12,12,69,12,12,12,12,57,12,12,12,68,59,12,12,58,70,12,68,58,12,70,59,57,67,66,71,12,68,12,69,70,12,60,12,60,68,70,66,56,67,67,60,12,71,12,12,58,12,57,69,12,12,12,60,57,12,12,57,12,12,67,12,56,60,12,12,71,71,12,69,66,71,12,12,12,12,12,12,12,57,12,55,12,67,12,69,69,58,58,70,70,58,12,12,67,12,12,12,58,12,70,56
69,12,71,12,12,12,12,59,12,12,12,12,12,60,58,55,58,55,12,12,12,66,69,70,59,66,12,56,69,12,12,70,69,67,12,12,12,12,56,12,67,58,70,12,55,57,66,12,12,12,12,71,66,12,58,55,12,55,70,12,12,12,57,12,71,58,12,60,57,66,12,69,12,66,12,12,12,12,57,70,12,55,69,12,12,69,71,59,12,71,58,69,12,57,12,59,12,58,12,12,12,12,67,58,57,12,60,68,59,56,12,12,12,12,69,12,58,66,12,69,56,12,56,12,55,12,12,12
56,60,71,56,57,12,12,56,70,56,12,12,12,12,57,12,12,12,55,12,69,55,55,12,12,66,56,12,12,57,59,55,71,12,59,12,68,57,58,67,12,69,12,59,12,12,12,67,66,67,66,66,56,59,70,71,12,58,12,12,55,57,57,57,59,12,60,12,12,12,69,12,57,12,68,69,55,57,58,68,58,12,57,69,12,71,12,60,56,67,12,57,12,12,12,12,12,59,12,12,66,12,12,57,57,12,70,12,70,12,69,12,12,56,57,58,12,55,56,12,58,12,12,12,12,12,58,12
12,12,69,57,71,70,12,67,69,55,12,56,71,12,12,69,58,12,12,12,57,70,56,67,12,12,60,12,12,66,59,12,12,60,12,66,66,12,71,12,68,12,71,12,12,12,55,56,12,12,12,71,55,12,56,68,12,68,66,60,56,12,55,59,12,60,12,55,70,67,12,12,12,12,66,59,58,57,12,69,12,12,12,56,12,12,71,67,12,68,67,12,12,55,56,66,12,57,69,12,71,57,60,69,56,60,12,12,69,12,69,68,12,12,12,12,66,56,12,57,55,12,66,70,60,12,12,55
12,66,12,71,12,68,69,69,12,12,69,71,70,12,12,58,60,71,12,59,58,59,12,60,12,68,12,12,12,56,56,12,70,70,12,71,12,12,69,12,12,57,60,12,68,12,12,12,69,12,68,57,12,71,12,12,12,57,12,68,12,67,12,55,12,56,57,12,67,58,12,68,12,12,12,12,66,12,12,67,71,12,67,12,12,58,68,12,12,60,58,57,12,69,69,12,12,58,67,12,12,12,68,12,12,60,12,12,12,12,12,12,12,12,57,12,12,60,12,12,71,12,57,55,70,59,66,12
12,12,12,59,66,67,12,55,67,12,12,12,55,12,12,12,70,12,12,12,57,12,12,68,58,69,12,12,12,12,57,69,12,58,12,12,12,12,12,55,56,56,60,12,12,58,12,12,56,12,60,71,12,12,58,68,60,69,69,12,55,60,66,12,69,68,12,12,12,12,12,12,12,12,12,12,12,70,12,12,12,66,67,69,12,12,68,12,69,59,58,55,66,12,12,57,67,58,12,12,12,12,59,70,68,60,67,57,58,12,12,55,67,67,66,12,12,12,12,12,56,12,71,55,55,70,70,58
67,12,56,12,12,12,67,60,12,12,59,70,69,12,60,70,12,70,70,58,70,58,58,55,12,66,12,68,60,56,69,57,12,55,58,58,67,12,66,58,56,12,12,12,12,55,71,71,60,12,55,12,68,12,12,71,58,57,58,55,55,70,12,55,69,70,70,12,12,59,12,12,71,70,71,12,12,12,67,12,56,70,60,12,60,12,55,69,60,12,58,67,55,12,12,71,12,12,12,12,55,12,59,69,12,60,68,59,71,12,71,12,66,12,55,59,12,12,12,12,12,12,57,12,71,69,59,12
70,60,67,12,12,60,12,12,57,59,57,60,59,12,55,69,12,12,59,12,70,59,59,12,12,12,59,56,12,12,12,12,67,12,12,67,12,12,12,12,12,12,12,60,12,12,12,69,12,57,12,67,70,69,12,12,12,70,60,70,69,12,66,12,66,12,12,12,12,12,56,12,12,12,12,12,12,12,60,12,58,12,12,70,12,12,60,71,66,66,12,12,55,58,12,12,12,12,55,70,59,12,60,12,12,71,12,12,12,58,59,12,12,12,58,69,12,71,66,12,58,12,66,66,58,56,58,12
70,12,70,71,58,12,55,57,58,12,12,59,12,70,12,12,69,57,12,12,12,56,69,12,12,71,12,12,12,12,56,12,59,12,12,56,57,12,60,12,12,68,58,12,12,12,69,66,12,70,60,12,12,58,59,12,12,12,57,12,58,12,12,58,68,58,56,70,60,12,55,71,12,12,12,12,12,12,71,70,12,60,12,67,12,68,67,12,12,12,66,58,12,70,71,58,55,12,12,59,68,67,12,68,12,55,12,12,12,59,12,58,57,12,12,12,12,12,56,12,68,12,12,55,67,12,12,12
57,12,55,12,12,67,12,12,12,67,12,12,12,68,68,71,69,12,12,66,58,12,60,58,56,56,12,12,60,12,12,12,12,56,67,12,12,71,70,71,60,12,60,12,12,12,71,67,71,56,12,60,58,12,12,58,12,12,12,12,12,59,12,69,12,12,12,60,57,59,71,12,12,58,67,68,58,12,71,12,12,12,70,12,56,67,57,12,58,12,69,67,12,71,68,12,70,12,69,68,60,60,68,70,12,58,12,71,12,12,12,12,12,12,12,12,68,12,12,12,56,60,55,12,12,67,59,12
12,12,12,70,12,56,12,12,12,55,60,68,12,71,12,12,57,59,55,59,59,71,12,55,12,69,59,12,12,59,12,57,12,66,12,12,58,59,69,12,12,60,55,12,12,59,55,57,12,12,12,12,12,58,55,12,69,68,12,60,12,66,12,56,55,12,55,67,59,12,12,60,12,57,57,12,60,57,58,12,60,66,70,12,69,68,59,12,59,12,12,12,67,12,71,68,59,69,57,67,71,70,69,12,12,56,12,70,59,69,67,68,12,12,12,71,57,55,69,12,71,12,12,12,55,71,58,12
12,59,12,12,12,12,58,12,12,12,12,68,12,12,67,12,57,66,67,12,12,12,12,12,68,69,70,71,12,57,12,12,59,12,66,12,69,60,68,12,12,12,12,12,59,66,12,57,66,12,60,55,57,12,69,12,58,12,12,68,66,67,70,57,67,12,60,69,12,66,59,12,12,70,66,12,12,55,55,68,57,12,55,12,69,56,12,67,12,71,12,59,57,12,69,56,58,71,12,57,55,59,12,12,58,12,67,12,55,12,60,56,56,12,69,57,12,12,12,59,12,12,12,12,66,68,67,69
12,12,12,12,55,66,12,59,12,57,70,12,12,58,12,12,12,12,60,68,70,66,12,58,68,71,66,57,12,58,12,70,57,12,69,12,66,12,12,12,67,12,12,68,66,12,12,12,12,12,66,12,12,12,12,67,60,60,68,71,12,69,12,70,68,59,71,60,12,12,12,12,57,56,12,66,69,71,71,12,59,71,60,12,12,59,70,12,12,59,66,69,56,68,12,12,12,66,55,55,70,58,12,70,12,12,12,66,12,12,71,12,12,12,12,66,71,12,12,68,57,60,12,12,12,12,12,70
12,56,12,60,68,71,58,66,12,71,12,56,57,12,71,12,12,12,12,58,12,12,69,66,12,12,70,12,58,12,55,12,12,12,59,12,57,69,12,67,12,68,59,58,12,12,69,12,56,59,12,70,66,67,12,59,70,66,55,12,12,55,58,12,12,59,60,12,59,12,66,67,12,12,57,12,66,12,69,60,70,59,12,12,70,12,12,69,12,70,12,66,12,12,12,66,66,71,12,58,12,69,12,12,58,12,12,66,12,12,57,71,71,56,55,12,12,69,12,70,12,71,12,66,67,12,12,12
12,12,57,58,12,12,66,70,12,69,66,56,57,12,12,55,12,12,70,59,69,66,56,69,12,57,71,57,12,68,56,12,70,12,57,60,68,60,67,69,12,66,12,71,55,57,69,66,59,70,12,56,67,12,12,12,67,56,12,60,12,66,12,67,12,12,12,68,12,12,12,57,12,60,68,59,12,67,12,12,55,12,59,12,12,58,60,70,56,69,67,12,66,71,12,12,59,67,67,12,12,56,12,66,12,69,55,12,58,12,12,58,55,60,12,57,57,57,56,12,70,70,12,57,66,12,56,12
59,57,12,12,12,12,12,66,12,12,12,56,12,67,12,58,70,71,12,12,67,67,60,56,68,12,69,70,70,59,12,12,12,55,69,12,12,12,12,12,60,12,12,12,12,58,55,12,12,12,12,12,12,12,60,12,12,12,67,12,12,12,59,67,12,12,71,12,59,12,55,56,56,57,12,12,12,12,57,12,12,12,12,12,12,68,55,57,68,57,59,68,12,12,12,56,12,12,12,56,12,12,60,59,12,12,71,12,58,12,55,70,55,12,12,12,12,12,66,71,12,68,69,56,67,60,71,12
69,71,60,12,58,56,12,55,12,71,70,12,12,55,12,67,12,12,12,59,12,12,60,57,58,68,68,12,12,12,12,66,55,12,59,57,12,57,58,58,68,67,59,67,12,12,66,71,12,12,58,55,12,59,12,69,12,12,57,12,12,12,12,12,12,12,59,12,12,12,12,12,57,70,12,12,60,59,60,12,12,12,12,12,12,12,68,68,12,12,60,56,57,66,12,59,58,66,60,69,58,69,67,12,70,12,12,12,12,66,12,59,57,60,68,55,60,58,58,67,12,69,66,57,12,12,69,12
12,56,12,57,60,12,68,12,12,58,58,12,12,12,12,57,12,60,55,12,67,12,12,68,12,12,71,57,69,58,12,12,12,12,70,12,12,58,68,60,12,58,67,12,71,12,66,69,12,57,70,59,12,71,66,67,12,12,68,12,60,66,71,12,71,12,12,55,12,12,12,56,55,58,66,58,12,58,66,58,12,66,67,59,12,12,12,12,68,12,12,12,60,12,12,58,12,55,57,71,12,70,12,12,12,67,12,12,59,60,71,55,68,56,12,57,57,69,12,59,12,56,12,12,12,66,12,68
12,12,12,12,12,12,66,12,56,12,60,12,12,12,12,12,12,12,67,57,12,12,12,59,56,55,71,59,12,70,59,59,70,70,12,55,57,12,12,59,59,12,12,57,69,12,70,69,12,12,68,12,12,60,70,57,57,57,12,12,12,12,66,58,12,55,12,57,55,12,12,67,12,59,12,12,12,70,12,56,12,12,12,60,12,12,12,59,55,12,70,67,12,66,12,12,12,59,58,67,12,12,67,71,69,12,68,12,57,58,12,57,12,12,12,12,12,68,12,12,71,12,69,70,60,12,59,67
69,67,67,12,12,68,12,60,12,58,71,12,70,68,69,56,68,12,12,60,55,67,66,12,12,12,12,66,69,56,57,71,56,12,56,12,67,12,12,12,12,67,12,12,12,59,57,12,59,55,69,68,69,71,12,56,60,12,12,58,58,12,12,12,69,70,12,12,67,70,12,12,12,12,12,59,12,12,57,70,70,12,58,12,12,58,12,12,12,71,12,57,12,12,66,58,67,69,56,69,71,56,12,55,59,69,12,12,12,12,67,59,12,59,12,12,56,68,57,66,12,12,12,71,12,68,60,68
69,12,60,12,70,68,57,60,12,71,71,68,67,68,67,12,12,12,56,12,12,68,66,12,12,55,70,57,66,55,67,55,12,69,59,66,68,57,12,55,68,69,67,55,12,12,70,12,58,70,12,12,68,60,71,59,67,12,12,57,66,12,69,12,57,12,12,12,67,68,12,68,70,66,56,59,12,12,57,70,55,69,67,12,66,12,71,70,68,12,57,12,12,12,12,12,12,56,57,12,68,66,12,68,56,12,66,12,69,66,12,60,12,70,60,68,12,12,55,59,55,12,12,69,66,12,12,68
55,68,12,12,60,58,66,60,12,12,58,12,12,12,12,71,68,12,12,12,12,57,55,12,68,60,12,66,70,12,58,67,67,68,12,56,56,70,12,70,12,12,70,12,60,58,69,56,12,58,70,56,68,12,12,70,56,58,12,12,70,12,58,12,12,12,58,68,57,56,58,67,55,67,56,59,12,57,68,12,55,12,55,57,67,12,71,12,12,59,12,12,69,12,12,12,12,71,57,70,60,71,12,69,12,12,12,67,58,12,12,60,58,59,59,56,66,57,55,70,55,12,67,12,12,71,66,68
12,70,58,12,55,12,66,12,12,67,12,68,12,69,68,12,70,69,12,67,66,57,12,57,66,12,12,68,12,56,66,12,67,12,69,12,70,69,12,58,69,69,58,59,12,12,12,56,12,12,67,67,69,12,56,55,67,60,12,60,57,69,12,67,60,12,12,68,12,66,58,12,59,12,12,57,56,57,12,57,68,56,12,12,69,12,12,12,57,60,69,12,58,55,69,68,59,12,59,55,57,66,66,59,69,69,12,71,67,12,12,57,12,67,69,12,12,57,56,56,12,66,12,56,12,12,12,56
12,66,12,60,12,70,68,59,12,68,57,12,12,12,12,12,59,12,58,12,57,12,67,59,56,71,12,71,71,55,56,12,12,58,55,66,58,68,69,60,56,12,12,12,57,71,69,12,67,69,71,57,69,58,57,68,12,56,70,12,69,12,57,56,57,57,12,12,12,71,67,58,12,55,67,68,12,66,12,60,58,57,56,12,59,67,12,68,59,55,66,70,12,12,12,56,12,12,70,58,57,67,68,57,12,68,60,12,67,12,60,68,70,60,70,12,58,57,66,12,56,12,66,12,59,12,60,56
12,12,55,56,68,12,70,12,57,12,60,68,12,71,12,12,57,12,12,68,12,12,55,12,67,12,12,69,12,57,12,12,12,56,12,56,57,12,12,12,60,55,58,60,69,70,68,12,12,12,55,12,66,12,12,12,12,66,12,68,67,69,12,70,55,66,12,12,55,71,12,70,12,12,12,12,12,70,12,12,55,12,12,66,55,57,59,58,56,57,66,59,66,58,70,71,68,12,66,12,58,68,70,58,55,56,69,12,12,12,67,12,12,12,68,12,67,59,59,12,12,68,58,59,12,12,12,57
12,12,12,67,12,66,69,71,12,58,58,12,68,12,58,12,58,55,12,70,12,12,12,12,70,56,60,70,59,56,69,12,12,67,59,12,12,55,12,12,12,57,57,12,12,12,56,12,60,12,12,71,12,68,71,70,12,70,12,55,12,70,12,12,12,71,12,12,59,60,70,58,58,57,55,12,66,59,12,56,12,12,12,12,69,12,12,12,58,12,12,66,68,68,68,12,60,12,12,12,69,12,12,59,67,58,57,57,12,59,55,59,12,55,55,55,69,60,12,59,12,71,56,56,12,12,60,69
12,66,12,12,68,70,56,12,71,12,12,66,12,12,12,70,12,12,70,12,56,12,57,57,60,12,68,12,12,12,55,12,69,12,67,12,56,12,12,56,69,69,12,12,12,12,55,71,12,70,71,68,56,67,12,12,70,66,67,69,12,12,12,12,12,56,12,60,12,12,12,57,60,12,12,59,55,59,12,12,12,12,70,12,12,58,66,55,12,56,67,71,12,57,12,12,12,55,60,12,12,71,12,59,66,59,70,71,12,12,66,12,12,12,12,57,68,60,12,55,56,55,58,12,58,69,12,12
12,12,12,69,58,12,12,12,56,12,60,70,12,70,55,12,56,70,12,59,12,12,12,12,12,58,12,67,70,12,68,12,12,12,12,67,12,12,57,12,69,70,55,71,12,12,12,12,12,57,12,59,12,12,70,71,12,68,12,12,69,66,59,12,69,12,12,69,69,55,70,12,68,12,12,58,60,68,60,12,69,12,12,55,70,68,59,69,12,12,67,69,57,60,58,57,12,57,12,12,12,12,12,12,71,59,12,60,12,12,59,58,59,12,12,60,69,71,68,12,12,12,12,12,12,12,12,12
12,12,12,12,56,12,12,58,66,12,12,58,12,60,58,12,12,59,12,55,56,55,55,67,69,12,71,71,12,69,12,60,12,12,68,68,12,12,12,12,55,12,70,12,56,66,12,12,12,59,71,12,69,12,57,68,69,60,67,12,12,12,69,70,70,70,68,71,58,71,57,55,12,12,12,67,71,12,12,59,69,12,57,59,12,12,60,12,12,12,12,12,70,70,69,68,66,12,71,66,12,67,12,66,67,12,12,12,12,66,57,67,71,70,71,12,12,70,12,12,12,58,57,69,12,12,67,12
55,12,12,12,55,12,12,55,68,12,70,12,12,12,56,55,12,12,66,68,66,12,12,55,57,12,67,12,57,12,12,12,12,57,59,69,12,12,12,12,66,66,68,12,58,12,57,67,69,12,12,66,57,12,12,12,12,69,12,67,68,56,55,55,67,57,12,59,58,12,60,12,12,12,68,12,55,12,56,71,59,60,60,12,12,12,12,68,69,12,69,12,56,12,71,67,56,70,69,57,59,12,12,66,12,12,56,59,12,12,71,59,58,12,12,12,70,59,58,12,70,70,12,12,60,12,67,12
60,12,69,12,68,60,59,12,12,59,12,71,12,12,60,12,58,12,70,12,12,58,12,12,70,59,66,66,59,66,59,12,12,70,67,12,12,66,57,57,69,60,12,12,67,12,57,66,12,60,12,12,69,12,12,12,55,12,71,67,60,67,71,12,71,12,12,12,12,59,12,67,66,70,12,69,12,12,12,60,12,55,68,67,12,58,12,70,12,55,12,12,67,67,57,12,58,71,58,68,12,57,67,12,55,66,67,12,12,57,12,12,67,68,66,66,12,58,70,71,12,55,55,12,67,68,12,12
55,12,12,12,12,67,56,69,71,59,66,12,12,12,12,12,12,67,12,66,12,59,12,57,66,57,12,56,12,57,56,59,12,12,69,70,68,71,12,12,12,12,12,12,71,69,71,12,12,12,71,68,67,57,58,57,58,58,12,57,68,70,12,12,12,56,57,60,12,12,12,12,71,67,12,12,12,67,12,12,12,12,12,12,12,12,12,12,56,58,12,12,12,69,68,12,55,12,12,12,56,12,12,12,58,68,12,12,12,57,60,66,12,70,12,12,59,12,56,12,12,12,67,67,68,56,12,66
66,12,71,71,56,12,12,60,12,69,71,12,12,12,12,12,12,12,69,12,71,60,12,69,69,56,12,55,12,70,67,68,12,59,12,12,68,71,12,68,12,56,66,68,68,57,55,12,68,12,66,58,59,69,12,68,71,55,57,66,68,12,12,55,12,56,60,12,12,57,55,55,12,70,56,71,69,12,71,12,59,66,68,70,67,12,66,12,12,12,66,12,12,12,12,58,12,68,12,12,12,67,12,60,12,12,68,57,12,12,70,66,59,57,69,70,66,55,68,69,71,12,70,56,67,69,60,12
69,12,12,12,56,70,55,12,66,12,12,58,67,57,12,12,60,59,12,58,12,69,70,12,60,56,12,12,12,12,12,12,12,66,58,57,12,12,69,57,71,70,55,12,12,12,58,12,70,70,70,60,57,66,68,12,12,70,58,59,66,12,60,12,55,12,58,71,12,68,12,58,59,12,12,56,12,66,58,67,69,56,66,60,12,58,58,66,12,12,12,56,12,12,12,12,58,60,12,56,57,68,12,67,56,71,56,59,12,71,12,68,57,12,59,69,68,69,66,71,66,60,68,69,71,12,12,56
